SPCD,COMMON_NAME,GENUS,SPECIES,VARIETY,SUBSPECIES,SPECIES_SYMBOL,E_SPGRPCD,W_SPGRPCD,C_SPGRPCD,P_SPGRPCD,MAJOR_SPGRPCD,STOCKING_SPGRPCD,FOREST_TYPE_SPGRPCD,EXISTS_IN_NCRS,EXISTS_IN_NERS,EXISTS_IN_PNWRS,EXISTS_IN_RMRS,EXISTS_IN_SRS,SITETREE,SFTWD_HRDWD,ST_EXISTS_IN_NCRS,ST_EXISTS_IN_NERS,ST_EXISTS_IN_PNWRS,ST_EXISTS_IN_RMRS,ST_EXISTS_IN_SRS,CORE,EAST,WEST,CARIBBEAN,PACIFIC,WOODLAND,MANUAL_START,MANUAL_END,JENKINS_SPGRPCD,JENKINS_TOTAL_B1,JENKINS_TOTAL_B2,JENKINS_STEM_WOOD_RATIO_B1,JENKINS_STEM_WOOD_RATIO_B2,JENKINS_STEM_BARK_RATIO_B1,JENKINS_STEM_BARK_RATIO_B2,JENKINS_FOLIAGE_RATIO_B1,JENKINS_FOLIAGE_RATIO_B2,JENKINS_ROOT_RATIO_B1,JENKINS_ROOT_RATIO_B2,JENKINS_SAPLING_ADJUSTMENT,WOOD_SPGR_GREENVOL_DRYWT,WOOD_SPGR_GREENVOL_DRYWT_CIT,BARK_SPGR_GREENVOL_DRYWT,BARK_SPGR_GREENVOL_DRYWT_CIT,MC_PCT_GREEN_BARK,MC_PCT_GREEN_BARK_CIT,MC_PCT_GREEN_WOOD,MC_PCT_GREEN_WOOD_CIT,WOOD_SPGR_MC12VOL_DRYWT,WOOD_SPGR_MC12VOL_DRYWT_CIT,BARK_VOL_PCT,BARK_VOL_PCT_CIT,RAILE_STUMP_DOB_B1,RAILE_STUMP_DIB_B1,RAILE_STUMP_DIB_B2,CWD_DECAY_RATIO1,CWD_DECAY_RATIO2,CWD_DECAY_RATIO3,CWD_DECAY_RATIO4,CWD_DECAY_RATIO5,DWM_CARBON_RATIO,STANDING_DEAD_DECAY_RATIO1,STANDING_DEAD_DECAY_RATIO2,STANDING_DEAD_DECAY_RATIO3,STANDING_DEAD_DECAY_RATIO4,STANDING_DEAD_DECAY_RATIO5,CREATED_BY,CREATED_DATE,CREATED_IN_INSTANCE,MODIFIED_BY,MODIFIED_DATE,MODIFIED_IN_INSTANCE
755,mesquite spp.,Prosopis,spp.,,,PROSO,48,48,54,54,4,38,157,,,X,,X,,H,,,,,,N,E,W,C,P,X,1.7,,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.65075,0.78,19,0.65,22,40.53846,22,21.21795,22,0.82,11,15,21,0.12798,0.92267,0.12506,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.525,,24/02/2005,333,,2/3/13,20004
756,honey mesquite,Prosopis,glandulosa,,,PRGL2,48,48,,,4,38,157,,,X,X,X,,H,,,,,,Y,E,W,,,X,1.7,,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.65075,0.78,24,0.65,24,41,24,21,24,0.82,24,15,24,0.12798,0.92267,0.12506,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.525,,24/02/2005,333,,5/8/10,440
757,velvet mesquite,Prosopis,velutina,,,PRVE,48,48,,,4,38,157,,,X,X,X,,H,,,,,,Y,E,W,,,X,1.7,,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.65075,0.78,24,0.65,24,41,24,21,24,0.82,24,15,24,0.12798,0.92267,0.12506,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.525,,24/02/2005,333,,5/8/10,440
758,screwbean mesquite,Prosopis,pubescens,,,PRPU,48,48,,,4,38,157,,,X,X,X,,H,,,,,,Y,E,W,,,X,1.7,,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.65075,0.78,24,0.65,24,41,24,21,24,0.82,24,15,24,0.12798,0.92267,0.12506,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.525,,24/02/2005,333,,5/8/10,440
760,cherry and plum spp.,Prunus,spp.,,,PRUNU,43,47,54,,4,37,221,X,X,X,,X,,H,,,,,,N,E,W,C,,,1.7,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.47,23,0.63,23,91,23,53,23,0.5,23,9.19,21,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.525,,24/02/2005,333,,20/11/2010,440
761,pin cherry,Prunus,pensylvanica,,,PRPE2,43,47,,,3,25,154,X,X,,,X,,H,,,,,,N,E,W,,,,1.7,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.47,24,0.63,24,91,24,53,24,0.5,24,9.19,24,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.525,,24/02/2005,333,,24/08/2011,10945
762,black cherry,Prunus,serotina,,,PRSE2,41,47,,,3,33,121,X,X,,,X,X,H,X,,,,,Y,E,,,,,1.7,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.47,1,0.63,3,90.77778,22,53.44681,16,0.5,1,9.2,34,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.525,,24/02/2005,333,,24/08/2011,10945
763,chokecherry,Prunus,virginiana,,,PRVI,43,47,,,4,25,221,X,X,X,,X,,H,,,,,,N,E,W,,,,1.7,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.47,24,0.63,24,91,24,53,24,0.5,24,9.19,24,0.12766,0.91979,0.12152,1,0.968,0.668,0.37,0.282,0,1,1,1,1,0.525,,24/02/2005,333,,5/8/10,440
764,peach,Prunus,persica,,,PRPE3,43,47,,54,3,25,221,X,X,X,,X,,H,,,,,,N,E,,,P,,2,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.47,24,0.63,24,91,24,53,24,0.5,24,9.19,24,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.525,,24/02/2005,333,,2/3/13,20004
765,Canada plum,Prunus,nigra,,,PRNI,43,47,,,4,25,221,X,X,,,X,,H,,,,,,Y,E,,,,,1.7,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.47,24,0.63,24,91,24,53,24,0.5,24,9.19,24,0.12766,0.91979,0.12152,1,0.968,0.668,0.37,0.282,0,1,1,1,1,0.525,,24/02/2005,333,,24/08/2011,10945
766,American plum,Prunus,americana,,,PRAM,43,47,,,4,25,221,X,X,,,X,,H,,,,,,Y,E,,,,,1.7,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.47,24,0.63,24,91,24,53,24,0.5,24,9.19,24,0.12766,0.91979,0.12152,1,0.968,0.668,0.37,0.282,0,1,1,1,1,0.525,,24/02/2005,333,,24/08/2011,10945
768,bitter cherry,Prunus,emarginata,,,PREM,43,47,,,4,25,221,,,X,,,,H,,,,,,N,,W,,,,1.7,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395,0.47,24,0.63,24,91,24,53,24,0.5,24,9.19,24,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.525,,24/02/2005,333,,24/08/2011,10945
769,Allegheny plum,Prunus,alleghaniensis,,,PRAL5,43,47,,,3,33,221,X,X,,,X,,H,,,,,,N,E,,,,,2,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.47,24,0.63,24,91,24,53,24,0.5,24,9.19,24,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.525,,24/02/2005,333,,5/8/10,440
770,Chickasaw plum,Prunus,angustifolia,,,PRAN3,43,47,,,3,33,221,X,X,,,X,,H,,,,,,N,E,W,,,,2,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.47,24,0.63,24,91,24,53,24,0.5,24,9.19,24,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.525,,24/02/2005,333,,5/8/10,440
771,"sweet cherry, domesticated",Prunus,avium,,,PRAV,43,47,,,3,33,221,X,X,X,,X,,H,,,,,,Y,E,,,,,2,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.47,24,0.63,24,91,24,53,24,0.5,24,9.19,24,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.525,,24/02/2005,333,,5/8/10,440
772,"sour cherry, domesticated",Prunus,cerasus,,,PRCE,43,47,,,3,33,221,X,X,X,,,,H,,,,,,N,E,,,,,2,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.47,24,0.63,24,91,24,53,24,0.5,24,9.19,24,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.525,,24/02/2005,333,,5/8/10,440
773,"European plum, domesticated",Prunus,domestica,,,PRDO,43,47,,,3,33,221,X,X,X,,,,H,,,,,,N,E,,,,,2,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.47,24,0.63,24,91,24,53,24,0.5,24,9.19,24,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.525,,24/02/2005,333,,5/8/10,440
774,"Mahaleb cherry, domesticated",Prunus,mahaleb,,,PRMA,43,47,,,3,33,221,X,X,X,,,,H,,,,,,N,E,,,,,2,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.47,24,0.63,24,91,24,53,24,0.5,24,9.19,24,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.525,,24/02/2005,333,,5/8/10,440
800,oak spp,Quercus,spp.,,,QUERC,42,48,,54,4,37,221,X,X,X,,X,,H,,,,,,N,E,W,,P,,1.7,,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93185,0.59,23,0.58,23,83,23,75.27,23,0.66,23,19.12,21,0.12798,0.92267,0.12506,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.686,,24/02/2005,333,,2/3/13,20004
801,California live oak,Quercus,agrifolia,,,QUAG,43,46,,,4,29,138,,,X,,,,H,,,,,,Y,,W,,,,1.7,,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77351,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,0.981,0.779,0.665,0.416,0.428,0,1,1,1,1,0.591,,24/02/2005,333,,24/08/2011,10945
802,white oak,Quercus,alba,,,QUAL,25,47,,,4,29,81,X,X,,,X,X,H,X,X,,,X,Y,E,,,,,1.7,,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.76989,0.6,1,0.56,5,88.875,17,68.26667,5,0.68,1,16,36,0.12798,0.92267,0.12506,0.973,0.746,0.558,0.28,0.428,0,1,1,1,0,0.398,,24/02/2005,333,,24/08/2011,10945
803,Arizona white oak,Quercus,arizonica,,,QUAR,48,48,,,4,38,210,,,,X,X,,H,,,,,,Y,,W,,,X,1.7,,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.65075,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,0.981,0.779,0.665,0.416,0.428,0,1,1,1,1,0.591,,24/02/2005,333,,5/8/10,440
804,swamp white oak,Quercus,bicolor,,,QUBI,25,47,,,4,29,222,X,X,,,X,,H,,,,,,Y,E,,,,,1.7,,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.76989,0.64,1,0.55,22,89.4,22,57.75,5,0.72,1,16,21,0.12798,0.92267,0.12506,0.981,0.779,0.665,0.416,0.428,0,1,1,1,1,0.591,,24/02/2005,333,,24/08/2011,10945
805,canyon live oak,Quercus,chrysolepis,,,QUCH2,43,46,,,4,29,142,,,X,,,,H,,,,,,N,,W,,,,1.7,,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77351,0.7,7,0.64,6,90.29688,22,73.98571,5,0.74,21,16,21,0.12798,0.92267,0.12506,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.591,,24/02/2005,333,,24/08/2011,10945
806,scarlet oak,Quercus,coccinea,,,QUCO2,28,47,,,4,29,82,X,X,,,X,X,H,X,X,,,X,Y,E,,,,,1.7,,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77993,0.6,1,0.71,3,48.97183,14,70.93333,5,0.67,1,22,21,0.12798,0.92267,0.12506,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.591,,24/02/2005,333,,24/08/2011,10945
807,blue oak,Quercus,douglasii,,,QUDO,43,46,,,4,29,134,,,X,,,,H,,,,,,Y,,W,,,,1.7,,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77351,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,0.981,0.779,0.665,0.416,0.428,0,1,1,1,1,0.591,,24/02/2005,333,,24/08/2011,10945
808,Durand oak,Quercus,sinuata,sinuata,,QUSIS,25,47,,,4,29,89,,,,,X,,H,,,,,,Y,E,,,,,1.7,,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.76989,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.591,,24/02/2005,333,,24/08/2011,10945
809,northern pin oak,Quercus,ellipsoidalis,,,QUEL,28,47,,,4,29,211,X,X,,,X,,H,X,,,,,Y,E,,,,,1.7,,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77993,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,0.981,0.779,0.665,0.416,0.428,0,1,1,1,1,0.591,,24/02/2005,333,,24/08/2011,10945
810,Emory oak,Quercus,emoryi,,,QUEM,48,48,,,4,38,210,,,,X,X,,H,,,,,,Y,,W,,,X,1.7,,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.65075,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,0.981,0.779,0.665,0.416,0.428,0,1,1,1,1,0.591,,24/02/2005,333,,5/8/10,440
811,Engelmann oak,Quercus,engelmannii,,,QUEN,43,46,,,4,38,210,,,X,,,,H,,,,,,Y,,W,,,,1.7,,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77351,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,0.981,0.779,0.665,0.416,0.428,0,1,1,1,1,0.591,,24/02/2005,333,,24/08/2011,10945
812,southern red oak,Quercus,falcata,,,QUFA,28,47,,,4,29,88,X,X,,,X,X,H,,X,,,X,Y,E,,,,,1.7,,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77993,0.52,1,0.68,3,48.47059,14,97.23077,5,0.59,1,22,36,0.12798,0.92267,0.12506,0.981,0.779,0.665,0.416,0.428,0,1,1,1,1,0.591,,24/02/2005,333,,24/08/2011,10945
813,cherrybark oak,Quercus,pagoda,,,QUPA5,26,47,,,4,29,87,X,X,,,X,X,H,,X,,,X,Y,E,,,,,1.7,,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.81068,0.61,1,0.63,6,90.77778,17,68.13115,5,0.69,1,22,21,0.12798,0.92267,0.12506,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.591,,24/02/2005,333,,24/08/2011,10945
814,Gambel oak,Quercus,gambelii,,,QUGA,48,48,,,4,38,158,,,,X,X,,H,,,,,,Y,,W,,,X,1.7,,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.65075,0.61,10,0.63,22,65.61208,22,65.5082,5,0.63,21,22,21,0.12798,0.92267,0.12506,0.981,0.779,0.665,0.416,0.428,0,1,1,1,1,0.591,,24/02/2005,333,,5/8/10,440
815,Oregon white oak,Quercus,garryana,,,QUGA4,43,46,,,4,29,140,,,X,,,,H,,,,,,Y,,W,,,,1.7,,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77351,0.64,11,0.63,7,65.34921,22,57.75,5,0.72,11,16,21,0.12798,0.92267,0.12506,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.591,,24/02/2005,333,,24/08/2011,10945
816,scrub oak,Quercus,ilicifolia,,,QUIL,43,47,,,4,29,89,,X,,,X,,H,,,,,,Y,E,,,,,1.7,,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,0.981,0.779,0.665,0.416,0.428,0,1,1,1,1,0.591,,24/02/2005,333,,24/08/2011,10945
817,shingle oak,Quercus,imbricaria,,,QUIM,28,47,,,4,29,202,X,X,,,X,X,H,X,X,,,X,Y,E,,,,,1.7,,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77993,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,0.981,0.779,0.665,0.416,0.428,0,1,1,1,1,0.591,,24/02/2005,333,,24/08/2011,10945
818,California black oak,Quercus,kelloggii,,,QUKE,43,46,,,4,29,139,,,X,,,,H,,,,,,Y,,W,,,,1.7,,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77351,0.51,15,0.45,6,88.75556,22,101.09804,5,0.55,21,22,21,0.12798,0.92267,0.12506,0.981,0.779,0.665,0.416,0.428,0,1,1,1,1,0.591,,24/02/2005,333,,24/08/2011,10945
819,turkey oak,Quercus,laevis,,,QULA2,43,47,,,4,29,89,,,,,X,,H,,,,,,Y,E,,,,,1.7,,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,0.981,0.779,0.665,0.416,0.428,0,1,1,1,1,0.591,,24/02/2005,333,,24/08/2011,10945
820,laurel oak,Quercus,laurifolia,,,QULA3,28,47,,,4,29,201,,X,,,X,,H,,,,,,Y,E,,,,,1.7,,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77993,0.56,1,0.5,22,121.16,13,83.14286,5,0.63,1,16,21,0.12798,0.92267,0.12506,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.591,,24/02/2005,333,,24/08/2011,10945
821,California white oak,Quercus,lobata,,,QULO,43,46,,,4,29,226,,,X,,,,H,,,,,,Y,,W,,,,1.7,,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77351,0.55,7,0.55,7,89.4,22,83.56364,5,0.58,21,16,21,0.12798,0.92267,0.12506,0.981,0.779,0.665,0.416,0.428,0,1,1,1,1,0.591,,24/02/2005,333,,24/08/2011,10945
7227,gardenia,Gardenia,spp.,,,GARDE,54,54,,54,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
7228,Tahitian gardenia,Gardenia,taitensis,,,GATA,54,54,,54,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
7229,manuai vivao,Garuga,floribunda,,,GAFL8,54,54,,54,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
7231,llume,Gaussia,attenuata,,,GAAT,54,54,54,,3,37,980,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.539,,22/09/2010,10854,,24/09/2010,10854
7233,taipoipo,Geniostoma,rupestre,,,GERU3,54,54,,54,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
7235,jagua,Genipa,americana,,,GEAM,54,54,54,,3,37,986,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.539,,22/09/2010,10854,,24/09/2010,10854
7237,arbol de Navidad,Gesneria,pedunculosa,,,GEPE4,54,54,54,,3,37,985,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.539,,22/09/2010,10854,,24/09/2010,10854
7239,bastard gregre,Ginoria,rohrii,,,GIRO,54,54,54,,3,37,980,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.539,,22/09/2010,10854,,24/09/2010,10854
7241,Gironniera celtidifolia,Gironniera,celtidifolia,,,GICE2,54,54,,54,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
7245,quickstick,Gliricidia,sepium,,,GLSE2,54,54,54,54,3,37,985,,,X,,X,,H,,,,,,N,,,C,P,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.539,,22/09/2010,10854,,29/10/2012,440
7247,masame,Glochidion,cuspidatum,,,GLCU,54,54,,54,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
7248,Glochidion marianum,Glochidion,marianum,,,GLMA9,54,54,,54,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
7249,masame,Glochidion,ramiflorum,,,GLRA4,54,54,,54,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
7250,Glochidion,Glochidion,spp.,,,GLOCH,54,54,,54,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
7251,belau,Gmelina,elliptica,,,GMEL,54,54,,54,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
7252,blacheos,Gmelina,palawensis,,,GMPA,54,54,,54,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
7253,Gmelina,Gmelina,spp.,,,GMELI,54,54,,54,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
7254,Gnetum gnemon,Gnetum,gnemon,,,GNGN,54,54,,54,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
7256,mata buey,Goetzea,elegans,,,GOEL,54,54,54,,3,37,980,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.539,,22/09/2010,10854,,24/09/2010,10854
7258,grand merisier,Gomidesia,lindeniana,,,GOLI,54,54,54,,3,37,987,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.539,,22/09/2010,10854,,24/09/2010,10854
7260,Goniothalamus carolinensis,Goniothalamus,carolinensis,,,GOCA2,54,54,,54,3,,,,,X,,,,H,,,,,,N,,,,P,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/10/2012,440,,,
7262,Creole cotton,Gossypium,barbadense,,,GOBA,54,54,54,54,3,37,980,,,X,,X,,H,,,,,,N,,,C,P,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0,1,1,1,1,0.539,,22/09/2010,10854,,29/10/2012,440
